RankQS,Name,location,size,focus,research,age band,status,ar score,ar rank,er score,er rank,fsr score,fsr rank,cpf score,cpf rank,ifr score,ifr rank,isr score,isr rank,irn score,irn rank,ger score,ger rank,score scaled
511-520,Universidad de Alcalá,ES,L,FC,HI,3,A,9.2,501+,5.2,501+,70,188,5,601+,21.8,560,70.8,195,63.1,531,8,601+,-
511-520,Universidad de Costa Rica,CR,L,CO,HI,4,A,31.2,269,44.7,211,32.6,471,1.8,601+,,,,,33.5,601+,51.7,239,-
511-520,Università Cattolica del Sacro Cuore,IT,L,FO,VH,5,B,22.4,373,31.6,312,47.6,327,6.7,601+,5.9,601+,8,601+,62.6,537,20.1,585,-
511-520,University of Bayreuth,DE,M,CO,VH,3,A,9.9,501+,16.8,501+,42.8,361,28.9,441,51.5,347,23.9,480,75.4,383,27.7,455,-
511-520,University of Canberra ,AU,M,CO,VH,3,A,12.9,501+,8.8,501+,3.1,601+,43.6,312,94.4,145,70.1,201,55.5,601+,7.4,601+,-
511-520,"University of Missouri, Columbia",US,L,FC,VH,5,A,15.4,501+,15.2,501+,43.5,356,20.1,559,59.2,310,4,601+,71.4,442,39.4,331,-
521-530,Altai State University,RU,M,FO,VH,3,A,7.7,501+,5.1,501+,81.3,128,1.4,601+,7.5,601+,58.7,244,12.4,601+,4.6,601+,-
521-530,Beijing University of Chemical Technology,CN,L,CO,VH,4,A,4.6,501+,1.5,501+,20.2,601+,86.9,78,,,,,29.7,601+,4.7,601+,-
521-530,Christian-Albrechts-University zu Kiel,DE,L,FC,VH,5,A,18.8,455,10.3,501+,49.4,319,22.8,515,,,10.3,601+,94.3,89,7.2,601+,-
521-530,Poznan University of Life Sciences,PL,M,FO,VH,5,A,5.4,501+,3,501+,99.6,31,3.5,601+,,,1.6,601+,40.6,601+,6.6,601+,-
521-530,The New School,US,M,FO,VH,5,B,15.6,501+,7.4,501+,53.8,291,2.6,601+,3.9,601+,94.9,83,10.9,601+,15.3,601+,-
521-530,Université de Liège,BE,L,FC,VH,5,A,18,479,25,383,15.9,601+,27.1,462,47.9,365,49.5,296,85.9,226,15.2,601+,-
521-530,University of Bordeaux,FR,XL,FO,VH,5,A,30.8,276,5.5,501+,19.6,601+,20.2,558,27.3,506,21.4,521,95.2,68,8.7,601+,-
521-530,University of Delhi,IN,L,FC,VH,5,A,34.2,250,31.9,308,4.5,601+,27.2,460,1.5,601+,1.9,601+,70.8,451,92,57,-
521-530,University of Texas Dallas,US,L,FC,VH,4,A,14.2,501+,17,501+,4,601+,64.1,179,14.6,601+,35.9,385,70.2,459,4.8,601+,-
521-530,Warsaw University of Technology,PL,L,FO,VH,5,A,22.2,374,58.5,133,35.1,442,4.8,601+,2,601+,11.5,601+,63.5,527,17.2,601+,-
531-540,Hitotsubashi University,JP,M,SP,VH,4,A,13.9,501+,84.3,63,30.7,504,2.4,601+,21.2,565,21.9,507,6.4,601+,64.5,169,-
531-540,Inha University,KR,L,FC,HI,4,B,8.7,501+,13.7,501+,73.4,167,12,601+,8.4,601+,15.4,601+,29.4,601+,17.9,601+,-
531-540,Iran University of Science and Technology,IR,L,FO,VH,4,A,6.7,501+,15.2,501+,2.7,601+,89.7,66,,,1.5,601+,48.7,601+,25.4,485,-
531-540,Sabanci University,TR,S,FO,VH,3,B,16.2,501+,27.4,350,37,420,18.1,580,40.5,402,17,582,24.3,601+,46.9,269,-
531-540,Saint Joseph University of Beirut (USJ) ,LB,M,FC,HI,5,B,9.1,501+,27.1,355,52.3,301,2.8,601+,88.8,181,19.2,550,19.5,601+,8.4,601+,-
531-540,"Universidad Central ""Marta Abreu"" de Las Villas",CU,M,CO,MD,4,A,6,501+,1.4,501+,100,19,1.2,601+,1.1,601+,1.5,601+,13.2,601+,46.8,271,-
531-540,University of Balamand,LB,S,CO,HI,3,B,4.5,501+,11.1,501+,88.3,96,1.9,601+,15.8,601+,22.8,496,16.3,601+,11.2,601+,-
531-540,University of Limerick,IE,L,FC,HI,4,A,17.1,493,34.5,281,12.8,601+,22.3,523,87.9,185,23.8,483,67.9,482,17.4,601+,-
541-550,Canadian University Dubai,AE,S,FO,HI,2,C,10.4,501+,19.8,466,29.1,527,2,601+,100,8,100,7,6,601+,67.6,151,-
541-550,China University of Petroleum,CN,L,CO,VH,3,A,3.5,501+,1.3,501+,7.8,601+,95.7,42,,,5.2,601+,18.7,601+,21.1,564,-
541-550,East China Normal University,CN,L,CO,VH,4,A,13.4,501+,3.4,501+,23.9,600,44.3,307,37.9,419,22.3,500,68,479,12,601+,-
541-550,Savitribai Phule Pune University,IN,S,CO,VH,4,A,7,501+,5.4,501+,64.6,225,29.6,432,1.1,601+,3.1,601+,31.1,601+,39.7,329,-
541-550,Southern Federal University,RU,L,CO,VH,5,A,7.3,501+,4.1,501+,84.7,111,1.8,601+,3.9,601+,30.8,422,39.6,601+,3.2,601+,-
541-550,Universidad Nacional de La Plata (UNLP),AR,XL,FC,HI,5,A,36.3,236,19.7,470,21.6,601+,2.2,601+,4,601+,19.6,544,40.5,601+,4.8,601+,-
541-550,Universidad Panamericana (UP),MX,L,FO,HI,4,B,7.6,501+,29.3,330,78.2,148,1.2,601+,12.2,601+,1.4,601+,10.8,601+,10.4,601+,-
541-550,Universität Konstanz,DE,M,CO,VH,4,A,21.7,382,3.6,501+,29.9,514,16.2,601+,69.8,260,16.2,599,62.6,539,21.4,556,-
541-550,Universität Mannheim,DE,M,FO,VH,5,A,15.7,501+,40.3,231,2.3,601+,44.5,304,30.8,466,22.8,495,29.1,601+,44.5,288,-
541-550,University of Madras,IN,S,CO,VH,5,A,8,501+,3.6,501+,,601+,94.2,48,,,,,35.6,601+,,,-
541-550,V. N. Karazin Kharkiv National University,UA,L,FC,HI,5,A,12,501+,14.6,501+,62.6,237,1.5,601+,1.3,601+,68.4,210,26.1,601+,11.5,601+,-
551-560,Anna University,IN,L,FO,VH,3,A,6.8,501+,11.3,501+,5.6,601+,85.2,92,,,1.8,601+,72.5,434,26.7,468,-
551-560,Cairo University,EG,XL,FC,VH,5,A,41.6,200,27.2,353,9.4,601+,2.6,601+,2.4,601+,5.5,601+,86.8,216,36.6,354,-
551-560,Concordia University,CA,XL,CO,VH,3,A,14.3,501+,23.2,413,3.1,601+,24.3,500,80.8,215,91.6,105,74.9,396,33.5,381,-
551-560,Jeonbuk National University,KR,L,FC,VH,4,A,14.4,501+,10.3,501+,62.4,242,10.8,601+,8.7,601+,8.3,601+,40.6,601+,6.2,601+,-
551-560,Masaryk University,CZ,L,CO,VH,5,A,23.7,358,25.8,370,11.5,601+,14.9,601+,31.3,462,66.9,213,85,241,23.5,516,-
551-560,National Research Saratov State University,RU,M,CO,VH,5,A,4,501+,1.8,501+,94.2,64,1.9,601+,3.6,601+,16.5,594,18.9,601+,5.3,601+,-
551-560,Northwestern Polytechnical University,CN,XL,CO,VH,4,A,4.7,501+,1.8,501+,50.1,316,45.1,299,13.1,601+,4.4,601+,54.6,601+,4.9,601+,-
551-560,Sejong University ,KR,L,CO,VH,3,B,11.8,501+,16.7,501+,17.3,601+,48.2,274,26.5,512,26.1,461,57.7,599,3.9,601+,-
551-560,Universidad de Zaragoza,ES,L,FC,VH,5,A,21.8,381,4.2,501+,53.9,288,7.8,601+,4.4,601+,8.1,601+,86.9,214,10.1,601+,-
551-560,University of Eastern Finland,FI,M,CO,VH,4,A,15.1,501+,12.6,501+,40,393,25.2,485,27.9,500,6,601+,81.7,295,6.3,601+,-
551-560,University of Szeged,HU,L,FC,HI,5,B,17.7,486,11.1,501+,48.7,320,4.7,601+,12.9,601+,53,271,76.5,368,15,601+,-
561-570,Almaty Technological University,KZ,M,FO,HI,4,A,4.6,501+,3.4,501+,90.5,86,1,601+,21,569,6.1,601+,4.7,601+,19.4,601+,-
561-570,Applied Science University - Bahrain,BH,S,FO,MD,2,B,14.2,501+,20.3,453,34.4,450,1.5,601+,100,18,40.4,343,4.3,601+,1.2,601+,-
561-570,Aston University,UK,L,CO,VH,4,A,12,501+,19.6,472,12.7,601+,26.2,473,96,131,48.6,299,70.7,454,23.8,509,-
561-570,Bilkent University,TR,M,CO,VH,3,B,20.2,417,34.1,287,16.2,601+,16.5,601+,64.2,288,8.9,601+,31.7,601+,37.3,349,-
561-570,Boston College,US,L,CO,VH,5,B,21.1,397,20.4,451,23.5,601+,24.1,502,13.3,601+,21.5,516,40,601+,69.9,137,-
561-570,Dalian University of Technology,CN,XL,CO,VH,4,A,8.2,501+,2.3,501+,15.7,601+,71.9,134,12.5,601+,2.8,601+,61.1,555,13.2,601+,-
561-570,Murdoch University,AU,M,CO,VH,3,A,6.7,501+,7.5,501+,5.8,601+,44.6,301,86.4,194,77.1,170,74.5,406,19,601+,-
561-570,Niigata University,JP,L,FC,HI,4,A,4.3,501+,2.8,501+,91.1,83,5.1,601+,4.8,601+,3.7,601+,26.4,601+,5.6,601+,-
561-570,Singapore Management University,SG,M,SP,VH,2,A,11.2,501+,16.9,501+,13.5,601+,24.2,501,100,42,60.7,233,14.3,601+,84.8,85,-
561-570,"Sofia University ""St. Kliment Ohridski""",BG,L,CO,HI,5,A,14.4,501+,21,441,64.3,227,2,601+,3.1,601+,9.9,601+,36.8,601+,54,223,-
561-570,Universidad de Sevilla,ES,XL,FC,VH,5,A,37.4,227,8.9,501+,16.8,601+,9.1,601+,3.9,601+,11,601+,93.1,109,4.2,601+,-
561-570,Università degli Studi di Pavia,IT,L,FC,VH,5,A,20.5,406,5.6,501+,7.1,601+,52.5,245,7.4,601+,13,601+,86.5,221,19.8,594,-
561-570,University of Electronic Science and Technology of China,CN,XL,CO,VH,4,A,3.7,501+,2.3,501+,9.4,601+,89,69,3.7,601+,2.9,601+,53.6,601+,7.9,601+,-
561-570,University of Ulsan ,KR,L,FC,VH,3,B,5.3,501+,2.6,501+,67.4,204,27.2,461,3.1,601+,4.5,601+,33.5,601+,3.9,601+,-
571-580,Hallym University ,KR,M,FC,VH,3,B,2.1,501+,1.5,501+,93.8,66,6.8,601+,4.7,601+,3.4,601+,17,601+,4.6,601+,-
571-580,Holy Spirit University of Kaslik ,LB,M,FC,MD,4,B,5.2,501+,8.6,501+,57.3,271,1.8,601+,98.7,102,37.3,370,7.1,601+,9,601+,-
571-580,Nagasaki University,JP,M,FO,VH,4,A,6.4,501+,2.3,501+,83.8,116,7,601+,7.2,601+,5.1,601+,57.1,601+,5.9,601+,-
571-580,Universitat de Valencia,ES,XL,FC,VH,5,A,32,263,7.1,501+,12,601+,22.7,516,2.5,601+,17.8,563,93.4,101,15.3,601+,-
571-580,Université de Fribourg,CH,M,FO,VH,5,A,10.4,501+,5.3,501+,5.7,601+,41.5,340,100,66,47.5,304,52.3,601+,29.5,428,-
571-580,Université du Québec,CA,XL,FC,VH,4,A,19.5,439,19.5,473,1.7,601+,43.8,311,38.1,417,14.5,601+,90.2,157,3.9,601+,-
581-590,Indian Institute of Technology Hyderabad,IN,S,CO,VH,2,A,3.5,501+,2.3,501+,20.1,601+,76.8,120,1.3,601+,1.5,601+,20.4,601+,19.5,600,-
581-590,Macau University of Science and Technology,MO,M,CO,VH,2,B,3.4,501+,3.5,501+,4.7,601+,43.3,315,100,15,100,2,21.4,601+,80.4,104,-
581-590,National Central University,TW,M,CO,VH,4,A,20.1,420,25.4,378,27.2,557,20.6,551,15.3,601+,10.2,601+,37.9,601+,16,601+,-
581-590,Shenzhen University,CN,XL,CO,VH,3,A,7.1,501+,2.2,501+,70.4,185,17.8,586,10.7,601+,1.4,601+,65.1,509,24.9,492,-
581-590,Universität Regensburg,DE,L,FO,VH,4,A,11.1,501+,5.3,501+,70.8,181,7.8,601+,,,10.5,601+,69.1,469,9.3,601+,-
581-590,Université Paul Sabatier Toulouse III,FR,L,FO,VH,5,A,18.9,453,3.5,501+,43.1,359,15.9,601+,6.1,601+,25.5,463,91.2,137,4.3,601+,-
581-590,University of Delaware,US,L,CO,VH,5,A,10.4,501+,9.6,501+,8.5,601+,58.8,212,37.2,426,16,601+,61.2,554,28.8,438,-
581-590,University of Massachusetts Boston,US,L,FO,VH,5,A,12.8,501+,8.6,501+,11,601+,61,196,4.6,601+,12.3,601+,71.2,446,3.1,601+,-
591-600,China Agricultural University ,CN,L,FC,VH,3,A,8.5,501+,1.6,501+,21.7,601+,63.9,181,3.8,601+,1.7,601+,49.2,601+,3.4,601+,-
591-600,Hunan University ,CN,XL,CO,VH,4,A,7,501+,7.4,501+,12.7,601+,72.2,132,5.5,601+,2.1,601+,38.6,601+,19.3,601+,-
591-600,Lehigh University,US,M,CO,VH,5,B,5.6,501+,5,501+,29.8,515,40.1,350,50.2,350,36,382,54.1,601+,73.1,125,-
591-600,Politecnico di Bari,IT,S,SP,VH,3,A,5.6,501+,4.3,501+,11.8,601+,76.2,124,5.6,601+,8.8,601+,34.5,601+,12.5,601+,-
591-600,Sungshin Women's University,KR,M,CO,MD,3,,3.4,501+,6.3,501+,92.4,75,1.2,601+,3.4,601+,4.2,601+,5.3,601+,4.3,601+,-
591-600,University of Crete,GR,L,FC,HI,3,A,14.9,501+,13.7,501+,3.7,601+,62.4,191,1.8,601+,4.3,601+,57,601+,12,601+,-
591-600,University of Guelph,CA,L,CO,VH,4,A,13.5,501+,31.5,314,6,601+,41.7,339,46.3,374,14.7,601+,68.6,473,15.7,601+,-
591-600,University of Jordan,JO,XL,FC,HI,4,A,26.9,316,38.6,243,17,601+,2.9,601+,18.3,601+,28.7,438,57.8,598,30.8,407,-
591-600,University of Minho,PT,L,FC,VH,3,A,16,501+,8.7,501+,39,399,17.8,585,19.1,590,28.1,446,82,291,8.3,601+,-
591-600,University of Pretoria,ZA,XL,FC,VH,5,A,23.4,359,47.7,190,3.4,601+,21.1,539,31.1,464,7.4,601+,94.6,87,56,208,-
601-650,Abo Akademi University,FI,M,CO,VH,5,A,8.4,501+,8.4,501+,28.4,537,37.5,372,48.9,357,9.3,601+,65.7,503,9.1,601+,-
601-650,Al Ain University,AE,S,FO,VH,2,B,13.5,501+,11.5,501+,11.1,601+,2.8,601+,100,1,100,17,16.9,601+,32.8,385,-
601-650,Bangor University,UK,M,FC,VH,5,A,8.6,501+,4.5,501+,19.5,601+,29.4,435,54.3,336,59.4,239,64.5,516,12.9,601+,-
601-650,Carleton University,CA,L,CO,VH,4,A,9.6,501+,18.3,494,2.8,601+,45.5,297,36.2,432,50.8,287,58.2,590,47,268,-
601-650,Chiang Mai University,TH,XL,FC,HI,4,A,31.9,264,26.1,365,16,601+,3.8,601+,4.2,601+,4.2,601+,61.1,556,24.6,496,-
601-650,East China University of Science and Technology,CN,L,CO,VH,4,A,6.5,501+,2.5,501+,15.6,601+,66,166,3.3,601+,2,601+,42.8,601+,5.5,601+,-
601-650,Edith Cowan University ,AU,L,CO,VH,3,A,8.1,501+,9.8,501+,8.5,601+,28.8,444,64.4,286,91.7,104,64.4,518,7.9,601+,-
601-650,Gifu University,JP,M,FC,VH,4,A,4.7,501+,2.1,501+,76.7,155,7.2,601+,4.7,601+,3.7,601+,22.5,601+,3.8,601+,-
601-650,Immanuel Kant Baltic Federal University,RU,M,CO,HI,4,A,6.6,501+,2.2,501+,71.8,174,1.7,601+,17.2,601+,29.4,432,29.1,601+,4,601+,-
601-650,Istanbul Technical University,TR,L,FO,VH,5,A,21.9,377,49.1,180,15,601+,10.9,601+,4.8,601+,18.9,553,66.7,496,25,489,-
601-650,Ivane Javakhishvili Tbilisi State University,GE,L,FO,HI,5,A,8,501+,3.6,501+,78.1,149,1.2,601+,2.7,601+,3,601+,13.4,601+,60.2,189,-
601-650,Jawaharlal Nehru University,IN,M,CO,VH,4,A,28.2,303,9.6,501+,16,601+,19.7,564,,,2,601+,37.6,601+,12.6,601+,-
601-650,Kanazawa University,JP,M,FC,VH,4,A,8.1,501+,3.3,501+,66.7,209,12.6,601+,12.5,601+,7.1,601+,42.3,601+,4.2,601+,-
601-650,"Kingston University, London",UK,L,CO,HI,3,A,16.6,501+,12.1,501+,7.4,601+,9.7,601+,73.5,244,98.7,51,60.5,565,18.6,601+,-
601-650,Lahore University of Management Sciences (LUMS),PK,S,CO,VH,3,B,14.9,501+,67.6,107,32.1,480,5.5,601+,9,601+,2.1,601+,18.8,601+,92.7,54,-
601-650,Lebanese American University,LB,M,FC,HI,4,B,9.9,501+,21.7,430,32.7,469,3.5,601+,88.2,182,37.1,373,12.5,601+,21.2,559,-
601-650,Lebanese University,LB,XL,FC,MD,4,A,19.5,438,47.8,189,12.7,601+,2,601+,44.9,378,34.3,395,49.4,601+,12.2,601+,-
601-650,Leibniz University Hannover,DE,L,CO,VH,5,A,21.2,394,36.4,264,16.7,601+,10.4,601+,31.4,460,32.8,408,72.2,437,3,601+,-
601-650,"Lingnan University, Hong Kong",HK,S,SP,VH,2,A,7.3,501+,6.2,501+,18.6,601+,15.6,601+,100,34,86.4,130,21.8,601+,20.6,575,-
601-650,Management and Science University,MY,M,FO,HI,2,C,10.7,501+,14.7,501+,30.6,505,1.5,601+,68.6,265,74.5,184,5.4,601+,9.7,601+,-
601-650,Nanjing University of Science and Technology,CN,L,FO,VH,2,A,4.4,501+,2.1,501+,14.3,601+,75.4,125,,,,,35.9,601+,3.2,601+,-
601-650,National and Kapodistrian University of Athens,GR,XL,FC,VH,5,A,24.9,342,32.1,304,2.2,601+,27.6,453,8,601+,15.8,601+,90.6,147,19.4,601+,-
601-650,National Chengchi University,TW,M,CO,HI,4,A,18.4,467,39.2,237,24.9,588,2.7,601+,24.1,531,37.7,366,9.9,601+,82.8,95,-
601-650,Okayama University,JP,L,FC,HI,4,A,7.8,501+,3.4,501+,67.5,202,10,601+,6.7,601+,6.4,601+,34.4,601+,8.1,601+,-
601-650,Oregon State University,US,L,CO,VH,5,A,16.2,501+,7,501+,24,598,37.2,375,13.9,601+,13.8,601+,89.4,177,16.6,601+,-
601-650,Osaka City University,JP,M,FC,VH,4,A,9.4,501+,6.8,501+,71.1,179,7.7,601+,5.5,601+,4.1,601+,21.4,601+,4.2,601+,-
601-650,Pontifícia Universidade Católica do Rio de Janeiro,BR,M,CO,VH,4,B,31.6,267,14.3,501+,8.1,601+,12.6,601+,21,570,1.4,601+,31.2,601+,44.9,281,-
601-650,Pusan National University,KR,L,FC,VH,4,A,20,424,17.7,501+,32.8,466,13.6,601+,8.2,601+,10.2,601+,41.8,601+,11.3,601+,-
601-650,Renmin (People's) University of China,CN,L,FO,VH,4,A,21.7,384,52.1,159,18.8,601+,7.6,601+,7.8,601+,6,601+,25.9,601+,69.1,143,-
601-650,Samara National Research University (Samara University),RU,M,FO,VH,4,A,4,501+,2.3,501+,83.1,123,2.6,601+,4.1,601+,21.9,506,18.3,601+,14.8,601+,-
601-650,St. Louis University,US,M,CO,VH,5,B,3.5,501+,3.5,501+,73.5,166,11.3,601+,11,601+,6.5,601+,40.3,601+,13.4,601+,-
601-650,Sunway University,MY,S,FO,VH,2,B,8.4,501+,36.8,259,47.4,328,5.1,601+,37.2,427,25.3,467,30.1,601+,11.3,601+,-
601-650,Technische Universität Braunschweig,DE,L,CO,VH,5,A,9.3,501+,16,501+,60.5,256,7.6,601+,,,28.5,441,76.1,372,9.4,601+,-
601-650,The University of Georgia,US,XL,FC,VH,5,A,21.2,392,27.2,354,11.7,601+,31.5,421,7.5,601+,4.6,601+,88.3,194,22,550,-
601-650,"The University of Tennessee, Knoxville",US,L,FC,VH,5,A,10.8,501+,23.9,401,13.2,601+,54.3,233,5.1,601+,2.5,601+,75.4,382,10.6,601+,-
601-650,Ulster University,UK,L,CO,VH,4,A,8.2,501+,10.4,501+,15.2,601+,12.9,601+,99.7,80,99.3,44,72.2,438,10.4,601+,-
601-650,Universidad Anáhuac México,MX,L,CO,MD,4,B,11.8,501+,33.1,294,55.3,282,1.1,601+,6.5,601+,3.5,601+,2.4,601+,36.1,359,-
601-650,Universidad de Concepción,CL,L,FC,HI,5,B,26.9,314,40.5,229,12.7,601+,7.6,601+,13.1,601+,2.3,601+,66.5,500,6.8,601+,-
601-650,Universidad Pontificia Bolivariana ,CO,M,FO,VH,4,B,9,501+,20.8,443,64.8,224,1.7,601+,4.9,601+,2.1,601+,11.1,601+,26.8,466,-
601-650,Universidad Pontificia Comillas,ES,M,FO,VH,3,B,8.5,501+,64.9,114,41.1,381,2.5,601+,19.9,584,5.6,601+,8.8,601+,69.2,142,-
601-650,Universität Bremen,DE,L,CO,VH,4,A,19.7,433,5.6,501+,19.9,601+,24.4,499,43.9,385,21.4,519,91.1,139,3.1,601+,-
601-650,Universität Potsdam,DE,L,FO,VH,3,A,15.3,501+,2.2,501+,14.8,601+,32.8,414,52.4,341,23.8,481,92.5,115,3.2,601+,-
601-650,Universität Rostock,DE,L,FC,HI,5,A,7.1,501+,3.1,501+,72.8,171,7.1,601+,,,16,601+,70.6,456,10.7,601+,-
601-650,Université Claude Bernard Lyon 1,FR,XL,FC,VH,5,A,17.9,481,3.6,501+,9.1,601+,46.5,288,8.8,601+,14.6,601+,93.8,93,2.6,601+,-
601-650,University of Ljubljana,SI,XL,FC,VH,5,A,20,425,6.3,501+,43.7,353,7.2,601+,4.2,601+,10.3,601+,82.5,278,65.9,160,-
601-650,University of Milano-Bicocca ,IT,L,FO,VH,2,A,19.8,432,10.2,501+,1.9,601+,52.7,243,5.7,601+,4.1,601+,77.6,352,20.6,576,-
601-650,University of Salamanca,ES,L,FC,HI,5,A,26,327,8.8,501+,21,601+,7.2,601+,7,601+,40.2,344,68.9,471,11,601+,-
601-650,University of Sharjah,AE,L,CO,HI,3,B,14.9,501+,15.9,501+,7,601+,7.7,601+,100,9,100,20,56.1,601+,7.1,601+,-
601-650,University of South Florida,US,XL,CO,VH,4,A,12.7,501+,14.2,501+,7.4,601+,41.3,343,49.1,355,20.6,531,83,270,9.1,601+,-
601-650,University Paris 2 Panthéon-Assas,FR,L,SP,VH,5,A,6.9,501+,6.2,501+,80.9,131,1.2,601+,,,15.9,601+,1.7,601+,12.2,601+,-
601-650,Wayne State University,US,L,FC,VH,5,A,8,501+,5,501+,65.2,221,14,601+,13.3,601+,5.2,601+,74.9,397,17.8,601+,-
601-650,Wesleyan University,US,S,FO,VH,,B,3.3,501+,2.4,501+,73,169,9.8,601+,12.7,601+,20.4,534,9.3,601+,98.7,26,-
651-700,Aberystwyth University,UK,M,CO,VH,5,A,9,501+,6.9,501+,21.7,601+,25,490,55.3,331,56.5,253,66.6,497,16.5,601+,-
651-700,Abu Dhabi University,AE,S,FO,VH,2,C,8.6,501+,10.7,501+,10.8,601+,7.9,601+,100,5,99.7,34,12.2,601+,20.4,579,-
651-700,Ahlia University,BH,S,FO,HI,2,B,9.5,501+,5.8,501+,32.8,467,2.2,601+,99.7,77,45.4,311,3.6,601+,1,601+,-
651-700,Ajman University,AE,M,CO,MD,3,C,10.6,501+,24.6,388,7.4,601+,1.7,601+,100,7,100,4,16.3,601+,9.8,601+,-
651-700,Alfaisal University,SA,S,FO,VH,2,B,2.9,501+,2.2,501+,29.7,517,9.8,601+,100,22,91,106,25.2,601+,10.4,601+,-
651-700,American University in Dubai,AE,S,FO,HI,3,C,8.8,501+,18.8,484,16.3,601+,2.3,601+,100,4,100,3,5.8,601+,66.8,155,-
651-700,Aristotle University of Thessaloniki,GR,XL,FC,VH,4,A,27.4,307,28.1,342,3.5,601+,15.9,601+,1.5,601+,6.8,601+,84.5,249,14.3,601+,-
651-700,Ateneo de Manila University,PH,L,FC,MD,5,B,17.6,488,46.9,203,28.7,532,1.7,601+,3.4,601+,2.9,601+,21.9,601+,92.9,52,-
651-700,Central Queensland University (CQUniversity Australia),AU,M,CO,VH,3,A,7,501+,10.7,501+,18.8,601+,9.8,601+,94.7,141,97.8,60,23,601+,3.8,601+,-
651-700,China University of Geosciences,CN,L,FO,VH,3,A,4.5,501+,1.3,501+,58.8,266,20.1,560,1.7,601+,3.3,601+,52.4,601+,2.4,601+,-
651-700,Chongqing University,CN,XL,CO,VH,4,A,6.9,501+,3,501+,15.6,601+,56.9,218,9.1,601+,2.2,601+,60,568,10,601+,-
651-700,Comenius University in Bratislava,SK,L,FO,VH,5,A,12.6,501+,2.8,501+,53.8,292,3.4,601+,3.2,601+,29.3,433,60.6,563,49.2,255,-
651-700,Coventry University,UK,XL,CO,HI,3,A,8.7,501+,20.1,461,14.9,601+,6.6,601+,77.7,225,99.8,29,73,424,13.2,601+,-
651-700,Drexel University,US,L,FC,VH,5,B,8.4,501+,6.8,501+,25.2,582,36.6,380,24.8,526,22.1,505,71.3,443,39.5,330,-
651-700,Gunma University,JP,M,FO,VH,4,A,3,501+,1.8,501+,77.1,153,5.3,601+,5,601+,4.1,601+,14.7,601+,7.4,601+,-
651-700,Indian Institute of Technology (BHU) Varanasi,IN,M,FO,VH,5,A,2.8,501+,3.5,501+,4,601+,78.2,115,1.2,601+,1.1,601+,29.2,601+,8.9,601+,-
651-700,International Islamic University Malaysia (IIUM),MY,L,FC,HI,3,A,21.4,389,16.7,501+,15.5,601+,3.1,601+,25.7,520,62.6,224,44.6,601+,26,475,-
651-700,Karaganda State Technical University,KZ,M,FO,HI,4,A,6.5,501+,5,501+,75,161,1,601+,3.5,601+,11.6,601+,1,601+,65.6,165,-
651-700,Karl-Franzens-Universitaet Graz,AT,L,CO,VH,5,A,20.9,399,7.6,501+,13.5,601+,12,601+,48.4,361,30.6,423,58.5,586,12.3,601+,-
651-700,Konkuk University ,KR,L,FC,HI,4,B,7.3,501+,9.9,501+,56.1,277,10.3,601+,6.5,601+,12.6,601+,40.9,601+,9.3,601+,-
651-700,Kumamoto University,JP,M,FC,VH,4,A,6.9,501+,2.5,501+,62.8,236,11.3,601+,7.4,601+,4,601+,39,601+,4,601+,-
651-700,National Chung Hsing University,TW,L,CO,VH,4,A,18.6,460,22.2,426,27.3,555,13,601+,8.7,601+,8.9,601+,29.6,601+,6.2,601+,-
651-700,"National Technical University ""Kharkiv Polytechnic Institute""",UA,M,FO,VH,5,A,5.8,501+,10.2,501+,66.7,208,1.3,601+,1.7,601+,22.9,493,13.7,601+,13.5,601+,-
651-700,New Jersey Institute of Technology (NJIT),US,M,CO,VH,5,A,3.5,501+,8,501+,16,601+,25.3,484,75.4,235,78.4,160,35.5,601+,6.2,601+,-
651-700,Northumbria University at Newcastle,UK,L,CO,VH,4,A,9.8,501+,23.1,414,11.4,601+,14.7,601+,61.4,306,69.6,205,79.1,331,13.8,601+,-
651-700,O.P. Jindal Global University,IN,M,SP,VH,2,B,6.2,501+,21.5,434,63,235,1.3,601+,22.6,549,1.3,601+,1.4,601+,16.9,601+,-
651-700,Palacký University Olomouc,CZ,L,FO,VH,5,A,15.6,501+,11.5,501+,32.6,472,8.8,601+,35,442,19.2,551,73.6,418,7.4,601+,-
651-700,Plekhanov Russian University of Economics,RU,L,SP,VH,5,A,10.5,501+,13.6,501+,53.9,289,2.6,601+,11.9,601+,23.1,490,20.7,601+,35.4,364,-
651-700,Prince Mohammad Bin Fahd university,SA,S,SP,MD,2,B,11.4,501+,14.4,501+,19.4,601+,13.7,601+,100,11,21.8,509,21.1,601+,14.6,601+,-
651-700,S.D. Asfendiyarov Kazakh National Medical University,KZ,M,SP,LO,2,A,5.7,501+,6.2,501+,64.5,226,1,601+,11.3,601+,52.9,273,8.4,601+,13.1,601+,-
651-700,Sechenov University,RU,L,FO,VH,4,A,5,501+,3.9,501+,62.6,238,2.4,601+,10.7,601+,59.7,238,70.8,452,5.7,601+,-
651-700,Soochow University,CN,XL,CO,VH,3,A,5.1,501+,2.3,501+,16.8,601+,64,180,7.5,601+,2.9,601+,44.4,601+,8.3,601+,-
651-700,Taras Shevchenko National University of Kyiv,UA,L,CO,VH,5,A,18.6,461,30.5,320,35.9,431,2.4,601+,1.6,601+,5.8,601+,29.9,601+,40.9,320,-
